id,source_repository,title_repository_record,title_found_on_first_pages,first_author_repository_record,institution_repository_record,funder_repository_record,funding_statement_found,funders_in_funding_statement,funders_named_first20pages,contract_or_handle,year_be,doc_type_repository_record,pages,sha256,record_url,has_abstract_th,chars_abstract_th,has_abstract_en,chars_abstract_en,has_executive_summary,chars_executive_summary,has_acknowledgement,chars_acknowledgement,has_keywords,chars_keywords,has_policy_recommendations,chars_policy_recommendations,has_recommendations,chars_recommendations,has_rq,chars_rq,has_hypothesis,chars_hypothesis,has_objectives,chars_objectives,has_alignment,chars_alignment,has_scope,chars_scope,has_framework,chars_framework,has_definitions,chars_definitions,has_users_section,chars_users_section,has_beneficiaries_section,chars_beneficiaries_section,has_expected_benefit,chars_expected_benefit,has_utilization,chars_utilization,has_outputs,chars_outputs,has_lit_review,chars_lit_review,has_background,chars_background,has_population,chars_population,has_instruments,chars_instruments,has_data_collection,chars_data_collection,has_analysis,chars_analysis,has_ethics,chars_ethics,has_budget,chars_budget,has_workplan,chars_workplan,has_methods,chars_methods,has_results,chars_results,has_discussion_conclusion,chars_discussion_conclusion,has_references,chars_references,has_appendix,chars_appendix,mention_kr,mention_strategy,mention_wwn_plan,mention_trl,mention_srl,mention_users,mention_beneficiaries,mention_policy_rec,mention_ethics_approval,mention_sample_size_basis,mention_informed_consent,mention_expert_validation,mention_limitations,mention_triangulation,mention_budget_amount,objectives_items,rq_count,references_count,references_method,tables_distinct,figures_distinct,grantthai_fields_covered
HSRI-013,HSRI Knowledge Bank,ปัจจัยที่มีอิทธิพลต่อการจัดบริการเขตบริการสุขภาพด้านการแพทย์แผนไทยและการแพทย์ทางเลือกของสถานบริการในสังกัดกระทรวงสาธารณสุข,1,มณฑกา ธีรชัยสกุล,not in repository record,สถาบันวิจัยระบบสาธารณสุข,1,,HSRI;NHSO,hdl 11228/4272; contract 57-076; id hs2160,2558,Technical Report,40,173979ee4dbc3a2f1b698c8dd345b715cab20f75279c18642296fc3b848df42f,https://kb.hsri.or.th/dspace/handle/11228/4272,1,3468,0,0,0,0,0,0,1,77,1,3642,0,0,0,0,0,0,1,264,0,0,1,2288,0,0,0,0,0,0,0,0,1,309,0,0,1,14490,1,1387,1,15072,0,0,1,0,0,0,1,225,0,0,0,0,0,0,1,4594,1,9588,1,4933,1,5963,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,31,numbered,9,4,BUDGET.PLAN.TOTAL;CORE.ALIGNMENT.POLICY_PATHWAY;CORE.GENERAL.KEYWORDS_EN;CORE.GENERAL.KEYWORDS_TH;CORE.GENERAL.TOTAL_BUDGET;CORE.NARRATIVE.METHOD;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.REFERENCES;CORE.NARRATIVE.SUMMARY;CORE.NARRATIVE.THEORY;CORE.RESEARCH.BOUNDARY_CONDITIONS;CORE.RESEARCH.GAP;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;CORE.RESEARCH.THEORETICAL_FOUNDATIONS;DOC.ATTACHMENTS.DOCUMENTS;METHOD.PLAN.ANALYSIS;METHOD.PLAN.DESIGN;METHOD.PLAN.INSTRUMENTS;METHOD.PLAN.SAMPLE;RESULTS.CHAIN.BENEFIT_SUMMARY;RESULTS.CHAIN.IMPACTS;RESULTS.CHAIN.OUTCOMES;RESULTS.CHAIN.OUTPUTS;RESULTS.CHAIN.UTILIZATION_DESC
HSRI-014,HSRI Knowledge Bank,การพัฒนารูปแบบการดำเนินงานโดยชุมชนมีส่วนร่วมเพื่อลดพฤติกรรมการบริโภคเครื่องดื่มแอลกอฮอล์,0,กานต์นะรัตน์ จรามร,not in repository record,สถาบันวิจัยระบบสาธารณสุข,0,,HSRI,hdl 11228/4292; contract 57-079; id hs2173,2558,Technical Report,59,c0c6ae6c9a43a60b92b57a5cbe536ecbd8a2ec23ba241f7cd468d8db7171b931,https://kb.hsri.or.th/dspace/handle/11228/4292,0,0,0,0,1,1557,0,0,0,0,0,0,0,0,1,152,0,0,1,15897,0,0,1,265,1,1203,1,964,0,0,0,0,1,438,0,0,0,0,1,5186,1,4556,0,0,1,976,0,0,0,0,0,0,0,0,0,0,1,5614,1,14971,1,9483,1,10697,1,2585,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,67,hanging-indent-estimate,0,2,BUDGET.PLAN.TOTAL;CORE.ALIGNMENT.POLICY_PATHWAY;CORE.GENERAL.TOTAL_BUDGET;CORE.NARRATIVE.FRAMEWORK;CORE.NARRATIVE.METHOD;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.REFERENCES;CORE.NARRATIVE.SUMMARY;CORE.NARRATIVE.THEORY;CORE.RESEARCH.BOUNDARY_CONDITIONS;CORE.RESEARCH.CONSTRUCTS;CORE.RESEARCH.GAP;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;CORE.RESEARCH.RELATIONSHIPS;CORE.RESEARCH.RQ.PRIMARY;CORE.RESEARCH.RQ.SECONDARY;CORE.RESEARCH.THEORETICAL_FOUNDATIONS;DOC.ATTACHMENTS.DOCUMENTS;METHOD.PLAN.DESIGN;METHOD.PLAN.INSTRUMENTS;METHOD.PLAN.VARIABLES;RESULTS.CHAIN.BENEFIT_SUMMARY
HSRI-015,HSRI Knowledge Bank,การล้มในผู้สูงอายุไทยในเขตเมืองและชานเมือง : อุบัติการณ์ ปัจจัยเสี่ยง การจัดการและการป้องกัน,1,ไพลวรรณ สัทธานนท์,not in repository record,"สถาบันวิจัยระบบสาธารณสุข, มูลนิธิสถาบันวิจัยและพัฒนาผู้สูงอายุไทย, สำนักงานคณะกรรมการวิจัยแห่งชาติ",1,HSRI,HSRI,hdl 11228/4310; contract 56-028; id hs2185,2558,Technical Report,251,21d3074f979b250406cfb6bdf704924885094bebfc820f01200f46bdbdda2fa7,https://kb.hsri.or.th/dspace/handle/11228/4310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,348,0,0,1,4842,1,827,1,4383,1,3277,0,0,0,0,1,14322,0,0,0,0,0,0,1,160,0,0,1,22749,0,0,1,96977,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,none,6,0,CORE.NARRATIVE.METHOD;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.THEORY;CORE.RESEARCH.GAP;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.PROBLEM;CORE.RESEARCH.THEORETICAL_FOUNDATIONS;DOC.ATTACHMENTS.DOCUMENTS;METHOD.PLAN.ANALYSIS;METHOD.PLAN.DESIGN;METHOD.PLAN.POPULATION;METHOD.PLAN.SAMPLE;RESULTS.CHAIN.BENEFIT_SUMMARY;RESULTS.CHAIN.IMPACTS;RESULTS.CHAIN.OUTCOMES;RESULTS.CHAIN.OUTPUTS
HSRI-016,HSRI Knowledge Bank,การพัฒนารูปแบบการป้องกันการป่วยโรคเบาหวานชนิดที่ 2 ในประชาชนกลุ่มเสี่ยง,1,นงลักษณ์ เทศนา,not in repository record,สถาบันวิจัยระบบสาธารณสุข,1,HSRI,HSRI,hdl 11228/4264; contract 57-085; id hs2155,2558,Technical Report,113,77a5ff71b2a039ef191c638af7ed979701927ef71aa78f07c5405a318edab273,https://kb.hsri.or.th/dspace/handle/11228/4264,1,4021,0,0,1,2505,1,985,1,110,1,735,1,11049,0,0,0,0,1,331,0,0,1,602,0,0,0,0,0,0,0,0,1,311,0,0,1,836,1,52186,1,5980,1,294,1,953,0,0,1,457,1,626,0,0,0,0,1,9134,1,11232,1,44898,1,0,1,6822,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,5,0,0,none,12,2,BUDGET.PLAN.TOTAL;COMP.STANDARD.RESEARCH_ETHICS;CORE.ALIGNMENT.POLICY_PATHWAY;CORE.GENERAL.KEYWORDS_EN;CORE.GENERAL.KEYWORDS_TH;CORE.GENERAL.TOTAL_BUDGET;CORE.NARRATIVE.METHOD;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.REFERENCES;CORE.NARRATIVE.SUMMARY;CORE.NARRATIVE.THEORY;CORE.RESEARCH.BOUNDARY_CONDITIONS;CORE.RESEARCH.GAP;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;CORE.RESEARCH.THEORETICAL_FOUNDATIONS;DOC.ATTACHMENTS.DOCUMENTS;FUND.CALL.AGENCY;METHOD.PLAN.ANALYSIS;METHOD.PLAN.DESIGN;METHOD.PLAN.ETHICS;METHOD.PLAN.INSTRUMENTS;METHOD.PLAN.POPULATION;METHOD.PLAN.QUALITY;METHOD.PLAN.SAMPLE;RESULTS.CHAIN.BENEFIT_SUMMARY;RESULTS.CHAIN.IMPACTS;RESULTS.CHAIN.OUTCOMES;RESULTS.CHAIN.OUTPUTS;RESULTS.CHAIN.UTILIZATION_DESC
HSRI-017,HSRI Knowledge Bank,ระบบการดูแลทางสังคมสำหรับผู้สูงอายุ,1,วรรณลักษณ์ เมียนเกิด,not in repository record,สถาบันวิจัยระบบสาธารณสุข,1,HSRI,HSRI,hdl 11228/4424; contract 58-047; id hs2248,2559,Technical Report,210,502443ae71322251b4c1b4ee2cb21b2f1978b45009ed4395f4898683ef989ea6,https://kb.hsri.or.th/dspace/handle/11228/4424,1,2302,1,1957,1,66,0,0,0,0,0,0,1,61112,0,0,0,0,1,308,0,0,1,2210,0,0,0,0,0,0,0,0,1,522,1,9137,0,0,0,0,1,26227,1,0,0,0,0,0,0,0,0,0,1,4536,0,0,1,614,0,0,1,1945,1,11262,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,64,hanging-indent-estimate,19,2,BUDGET.PLAN.ITEMS;BUDGET.PLAN.TOTAL;CORE.ALIGNMENT.POLICY_PATHWAY;CORE.GENERAL.TOTAL_BUDGET;CORE.NARRATIVE.METHOD;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.REFERENCES;CORE.NARRATIVE.SUMMARY;CORE.RESEARCH.BOUNDARY_CONDITIONS;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;METHOD.PLAN.DESIGN;METHOD.PLAN.POPULATION;METHOD.PLAN.SAMPLE;RESULTS.CHAIN.BENEFIT_SUMMARY;RESULTS.CHAIN.UTILIZATION_DESC;RESULTS.CHAIN.UTILIZATION_DOMAIN
HSRI-018,HSRI Knowledge Bank,รูปแบบการบริหารจัดการศูนย์ประสานการส่งต่อ เขตสุขภาพที่ 6,1,เกศรินทร์ ไทยศรีวงศ์,not in repository record,สถาบันวิจัยระบบสาธารณสุข,0,,HSRI,hdl 11228/4636; contract 59-034; id hs2302,2559,Technical Report,93,facfd050de14bd96923cc54530eb832e9957e9879f07f1f38e0a12282d4bf2b6,https://kb.hsri.or.th/dspace/handle/11228/4636,1,2253,1,2996,0,0,1,0,1,90,0,0,1,12,0,0,0,0,1,2154,0,0,1,913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31623,1,3587,1,3074,1,902,1,648,1,1006,0,0,1,193,0,0,1,752,1,65557,1,0,1,7294,1,28425,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,46,hanging-indent-estimate,16,2,BUDGET.PLAN.ITEMS;BUDGET.PLAN.TOTAL;CORE.ALIGNMENT.POLICY_PATHWAY;CORE.GENERAL.KEYWORDS_EN;CORE.GENERAL.KEYWORDS_TH;CORE.NARRATIVE.FRAMEWORK;CORE.NARRATIVE.METHOD;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.REFERENCES;CORE.NARRATIVE.SUMMARY;CORE.NARRATIVE.THEORY;CORE.RESEARCH.BOUNDARY_CONDITIONS;CORE.RESEARCH.CONSTRUCTS;CORE.RESEARCH.GAP;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;CORE.RESEARCH.RELATIONSHIPS;CORE.RESEARCH.THEORETICAL_FOUNDATIONS;DOC.ATTACHMENTS.DOCUMENTS;FUND.CALL.AGENCY;METHOD.PLAN.ANALYSIS;METHOD.PLAN.DATA_COLLECTION;METHOD.PLAN.DESIGN;METHOD.PLAN.INSTRUMENTS;METHOD.PLAN.POPULATION;METHOD.PLAN.SAMPLE;RESULTS.CHAIN.UTILIZATION_DESC
HSRI-019,HSRI Knowledge Bank,การประเมินสถานการณ์ของการบริการปฐมภูมิในเขตกรุงเทพมหานครด้วยการศึกษา Ambulatory care sensitive conditions,1,จิรุตม์ ศรีรัตนบัลล์,not in repository record,ส่วนงานสำนักงานวิจัยเพื่อการพัฒนาหลักประกันสุขภาพไทย สถาบันวิจัยระบบสาธารณสุข,0,,HSRI;NHSO,hdl 11228/4420; contract 58-019; id hs2245,2559,Technical Report,182,74f17d5f1712d0a57a49abad0844a501b5d5049335732c1b20897f7022a86265,https://kb.hsri.or.th/dspace/handle/11228/4420,1,2419,1,2145,0,0,0,0,0,0,1,2480,1,1971,0,0,0,0,1,9852,0,0,0,0,0,0,0,0,0,0,0,0,1,1225,0,0,0,0,0,0,1,2047,1,23888,0,0,1,6163,0,0,0,0,0,0,0,0,1,183,1,173900,1,13011,1,4800,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,10,0,26,numbered,101,1,CORE.ALIGNMENT.POLICY_PATHWAY;CORE.NARRATIVE.METHOD;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.REFERENCES;CORE.NARRATIVE.SUMMARY;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;METHOD.PLAN.DATA_COLLECTION;METHOD.PLAN.DESIGN;METHOD.PLAN.POPULATION;METHOD.PLAN.QUALITY;METHOD.PLAN.SAMPLE;RESULTS.CHAIN.BENEFICIARIES;RESULTS.CHAIN.BENEFIT_SUMMARY;RESULTS.CHAIN.UTILIZATION_DESC
HSRI-020,HSRI Knowledge Bank,ระบบฐานข้อมูลสารสนเทศเพื่อการดูแลคนพิการ,0,วรลักษณ์ คงเด่นฟ้า,not in repository record,สถาบันวิจัยระบบสาธารณสุข,1,HSRI,HSRI;NHSO,hdl 11228/4456; contract 58-064; id hs2262,2559,Technical Report,388,4878f37f7db97c034b36869be4dd841e5dfa7d7c2b1341b9ed311efcd1a562bf,https://kb.hsri.or.th/dspace/handle/11228/4456,0,0,0,0,0,0,1,31104,0,0,0,0,0,0,0,0,0,0,1,991,0,0,1,572,1,10619,0,0,0,0,0,0,0,0,0,0,1,5840,1,98083,1,18470,0,0,0,0,0,0,0,0,0,0,0,0,1,22932,1,6251,1,1947,1,19455,1,7093,1,46235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,47,numbered,19,33,BUDGET.PLAN.TOTAL;CORE.ALIGNMENT.POLICY_PATHWAY;CORE.GENERAL.TOTAL_BUDGET;CORE.NARRATIVE.FRAMEWORK;CORE.NARRATIVE.METHOD;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.REFERENCES;CORE.NARRATIVE.THEORY;CORE.RESEARCH.BOUNDARY_CONDITIONS;CORE.RESEARCH.CONSTRUCTS;CORE.RESEARCH.GAP;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;CORE.RESEARCH.RELATIONSHIPS;CORE.RESEARCH.THEORETICAL_FOUNDATIONS;DOC.ATTACHMENTS.DOCUMENTS;FUND.CALL.AGENCY;METHOD.PLAN.DESIGN;RESULTS.CHAIN.IMPACTS;RESULTS.CHAIN.OUTCOMES;RESULTS.CHAIN.OUTPUTS;WORK.PLAN.ACTIVITIES
HSRI-021,HSRI Knowledge Bank,การพัฒนาและการประเมินชุดทดสอบสำหรับการตรวจหาแอนติบอดีต่อเด็งกี่/เลปโตสไปโรสิส/สครับไทฟัส ชนิด IgM/IgG ในชุดทดสอบเดียวกัน,1,อุไรวรรณ โฆษิตานนท์,not in repository record,สถาบันวิจัยระบบสาธารณสุข,1,HSRI,HSRI,hdl 11228/4764; contract 57-051; id hs2350,2560,Technical Report,64,49dceb5f0f41edf2a625513998d3b0669ee22c886c0102c1d3b72a0d8a020335,https://kb.hsri.or.th/dspace/handle/11228/4764,1,4197,1,3454,0,0,1,1378,1,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,numbered,22,17,CORE.GENERAL.KEYWORDS_EN;CORE.GENERAL.KEYWORDS_TH;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.REFERENCES;CORE.NARRATIVE.SUMMARY;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.PROBLEM;DOC.ATTACHMENTS.DOCUMENTS;FUND.CALL.AGENCY
HSRI-022,HSRI Knowledge Bank,ผลของการออกกำลังและการบริโภคอาหารต่อการเกิดโรคสมองเสื่อม โรคไตเรื้อรัง โรคเบาหวาน และโรคหัวใจและหลอดเลือดในประชากรไทยในจังหวัดอุบลราชธานี โครงการต่อเนื่อง ปีที่ 2,1,ประเสริฐ บุญเกิด,not in repository record,สถาบันวิจัยระบบสาธารณสุข,0,,HSRI;THAIHEALTH,hdl 11228/4895; contract 59-069; id hs2419,2560,Technical Report,107,ec59d5e6ecf15314b56cfe97eb3a43bd08f9c323e8b696fecbc058ba919a73d3,https://kb.hsri.or.th/dspace/handle/11228/4895,1,6949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3349,0,0,1,49,1,3035,1,19307,1,16330,1,10503,0,0,1,6785,0,0,0,0,1,7842,1,4025,0,0,1,439,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,none,14,21,BUDGET.PLAN.ITEMS;BUDGET.PLAN.TOTAL;CORE.ALIGNMENT.POLICY_PATHWAY;CORE.GENERAL.TOTAL_BUDGET;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.SUMMARY;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;DOC.ATTACHMENTS.DOCUMENTS;METHOD.PLAN.ANALYSIS;METHOD.PLAN.DATA_COLLECTION;METHOD.PLAN.INSTRUMENTS;METHOD.PLAN.POPULATION;METHOD.PLAN.SAMPLE;RESULTS.CHAIN.IMPACTS;RESULTS.CHAIN.OUTCOMES;RESULTS.CHAIN.OUTPUTS
HSRI-023,HSRI Knowledge Bank,ความตระหนักรู้เกี่ยวกับการใช้ยาอย่างสมเหตุผลในบุคลากรทางการแพทย์,1,กมลนัทธ์ ม่วงยิ้ม,not in repository record,สถาบันวิจัยระบบสาธารณสุข,1,HSRI,HSRI,hdl 11228/4695; contract 57-110; id hs2334,2560,Technical Report,28,4fd2a118d03d9c192a3c2a98a10c9e97e7d57c4dbfe5a4c11bb099ca9f60cef7,https://kb.hsri.or.th/dspace/handle/11228/4695,0,0,0,0,0,0,0,0,1,31,0,0,1,4227,0,0,0,0,1,8734,0,0,1,252,0,0,1,1041,0,0,0,0,0,0,0,0,0,0,0,0,1,3076,1,343,1,11,1,808,1,529,0,0,0,0,0,0,1,205,1,28948,1,2125,1,8634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,70,numbered,0,2,BUDGET.PLAN.TOTAL;CORE.GENERAL.KEYWORDS_EN;CORE.GENERAL.KEYWORDS_TH;CORE.GENERAL.TOTAL_BUDGET;CORE.NARRATIVE.METHOD;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.REFERENCES;CORE.RESEARCH.BOUNDARY_CONDITIONS;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;METHOD.PLAN.ANALYSIS;METHOD.PLAN.DATA_COLLECTION;METHOD.PLAN.DESIGN;METHOD.PLAN.INSTRUMENTS;METHOD.PLAN.POPULATION;METHOD.PLAN.QUALITY;METHOD.PLAN.SAMPLE;METHOD.PLAN.VARIABLES;RESULTS.CHAIN.UTILIZATION_DESC
HSRI-024,HSRI Knowledge Bank,หลักสูตรฝึกอบรมผู้ปกครองในการคัดกรองและปรับพฤติกรรมเด็กที่มีอาการสมาธิสั้น ปีที่ 1,1,สมัย ศิริทองถาวร,not in repository record,สถาบันวิจัยระบบสาธารณสุข,0,,,hdl 11228/4843; contract 59-008; id hs2391,2560,Technical Report,74,5e6666d617d6672647c8d13dc31e0ad91c92199e9c9f0dcc62bf169004f7fe0a,https://kb.hsri.or.th/dspace/handle/11228/4843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49137,0,0,0,0,0,0,0,0,0,0,0,0,1,2142,0,0,1,9948,0,0,1,2421,1,897,0,0,0,0,0,0,0,0,0,0,1,2079,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,none,0,0,CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;METHOD.PLAN.POPULATION;METHOD.PLAN.SAMPLE;RESULTS.CHAIN.BENEFIT_SUMMARY;RESULTS.CHAIN.IMPACTS;RESULTS.CHAIN.OUTCOMES;RESULTS.CHAIN.OUTPUTS;WORK.PLAN.ACTIVITIES
HSRI-025,HSRI Knowledge Bank,การวิเคราะห์ต้นทุน ประสิทธิผลของระบบการดูแลต่อเนื่องผู้ป่วยจิตเวชกลุ่มเสี่ยงในสถานบริการระดับปฐมภูมิ เปรียบเทียบกับระบบบริการปกติ,0,จุฑามณี ดุษฎีประเสริฐ,not in repository record,สถาบันวิจัยระบบสาธารณสุข,1,HSRI,HSRI;NHSO,hdl 11228/5016; contract 61-017; id hs2467,2561,Technical Report,99,495ab04ea027731cc09a870e3c7048566e0140bada5ef4f3258f1c667a9236ed,https://kb.hsri.or.th/dspace/handle/11228/5016,1,2227,1,2066,0,0,1,1141,1,149,1,1612,1,4829,0,0,0,0,1,681,0,0,1,144,1,1005,1,2987,0,0,0,0,0,0,0,0,1,6572,1,31070,1,3886,1,3774,1,6260,1,836,1,2907,0,0,0,0,0,0,1,458,1,29265,1,4354,1,0,1,32476,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,4,0,0,none,19,9,BUDGET.PLAN.TOTAL;CORE.ALIGNMENT.POLICY_PATHWAY;CORE.GENERAL.KEYWORDS_EN;CORE.GENERAL.KEYWORDS_TH;CORE.GENERAL.TOTAL_BUDGET;CORE.NARRATIVE.FRAMEWORK;CORE.NARRATIVE.METHOD;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.REFERENCES;CORE.NARRATIVE.SUMMARY;CORE.NARRATIVE.THEORY;CORE.RESEARCH.BOUNDARY_CONDITIONS;CORE.RESEARCH.CONSTRUCTS;CORE.RESEARCH.GAP;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;CORE.RESEARCH.RELATIONSHIPS;CORE.RESEARCH.THEORETICAL_FOUNDATIONS;DOC.ATTACHMENTS.DOCUMENTS;FUND.CALL.AGENCY;METHOD.PLAN.ANALYSIS;METHOD.PLAN.DATA_COLLECTION;METHOD.PLAN.DESIGN;METHOD.PLAN.ETHICS;METHOD.PLAN.INSTRUMENTS;METHOD.PLAN.POPULATION;METHOD.PLAN.SAMPLE;METHOD.PLAN.VARIABLES;RESULTS.CHAIN.IMPACTS;RESULTS.CHAIN.OUTCOMES;RESULTS.CHAIN.OUTPUTS;RESULTS.CHAIN.UTILIZATION_DESC
HSRI-026,HSRI Knowledge Bank,การพัฒนารูปแบบการจัดการปัญหาภาวะอ้วนลงพุงและภาวะแทรกซ้อนของประชากรในเขตกรุงเทพมหานคร ปีที่ 2,1,สุรัตน์ โคมินทร์,not in repository record,not in repository record,0,,HSRI;THAIHEALTH,hdl 11228/4931; contract 59-021; id hs2442,2561,Technical Report,314,840dc2e49f20a5ca67ec595ecc7e22d638ff74c2ed1196aa50834c758e6efb2c,https://kb.hsri.or.th/dspace/handle/11228/4931,0,0,0,0,0,0,0,0,0,0,1,3436,0,0,0,0,0,0,1,389,0,0,1,2598,0,0,0,0,0,0,0,0,1,1432,0,0,0,0,1,30706,1,3264,1,22004,0,0,0,0,0,0,0,0,0,0,1,343,1,735,1,137778,1,65202,1,3960,1,33312,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,5,0,23,hanging-indent-estimate,57,173,BUDGET.PLAN.TOTAL;COMP.STANDARD.HUMAN;CORE.ALIGNMENT.POLICY_PATHWAY;CORE.GENERAL.TOTAL_BUDGET;CORE.NARRATIVE.METHOD;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.REFERENCES;CORE.NARRATIVE.THEORY;CORE.RESEARCH.BOUNDARY_CONDITIONS;CORE.RESEARCH.GAP;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;CORE.RESEARCH.THEORETICAL_FOUNDATIONS;DOC.ATTACHMENTS.DOCUMENTS;METHOD.PLAN.DESIGN;METHOD.PLAN.ETHICS;METHOD.PLAN.POPULATION;METHOD.PLAN.SAMPLE;RESULTS.CHAIN.BENEFIT_SUMMARY;RESULTS.CHAIN.USERS;RESULTS.CHAIN.UTILIZATION_DESC;WORK.PLAN.ACTIVITIES
